RA,Dec,mag,cz
13.26766667,35.04333333,14.6,6963
13.8035,7.395,14.9,6963
2.131416667,2.1675,15.2,6964
8.128055556,39.00444444,14.4,6964
12.17719444,17.87,15.2,6964
12.58691667,72.23194444,14.3,6964
12.81138889,0.8325,15.3,6966
22.16188889,38.19694444,14.9,6966
12.48527778,0.581111111,15.5,6967
23.75191667,28.20555556,15.3,6967
9.485611111,-2.549166667,14.3,6968
12.64688889,31.985,14.6,6968
12.74063889,37.12111111,14.1,6968
2.081444444,32.28027778,15.5,6970
11.55438889,24.44694444,14.7,6970
13.53086111,11.25055556,15.1,6970
13.78094444,7.390277778,15.2,6970
0.586861111,29.79944444,15,6972
7.476972222,30.92972222,15.4,6972
23.53397222,23.55722222,15.4,6972
23.93505556,29.37777778,15.4,6972
14.20586111,8.508888889,15.2,6973
17.7035,3.198888889,15.5,6973
1.393861111,34.56944444,14.9,6975
11.14277778,4.831944444,14.3,6975
13.69425,5.032777778,14.6,6975
9.278277778,30.91555556,14.6,6976
10.019,22.40583333,14.7,6976
13.72916667,3.888888889,15.5,6976
13.78919444,7.584722222,15.5,6976
6.602277778,39.41444444,15.2,6977
13.58219444,13.8325,14.5,6977
13.80988889,24.015,15.2,6977
14.87511111,29.8075,14.5,6977
23.89911111,28.4925,14.4,6977
14.13202778,7.041388889,15.5,6978
14.94972222,-2.114722222,15.2,6978
1.357305556,3.642222222,15.5,6979
8.555694444,-3.506666667,14.9,6979
11.70358333,18.40388889,15.5,6979
12.096,31.05833333,15.1,6979
13.61511111,17.4,15,6979
6.804861111,25.52666667,15.4,6980
12.08652778,10.67055556,15.1,6980
10.154,40.35222222,14.6,6981
12.93672222,27.74527778,14.8,6981
2.339694444,40.79222222,15.5,6982
14.84641667,73.8225,15.4,6983
13.6235,9.023611111,15.5,6984
10.9365,49.93861111,15,6985
12.34458333,46.25555556,13.6,6985
13.33233333,15.85055556,14.8,6985
11.84763889,20.49694444,15.4,6986
12.08077778,19.24777778,15.2,6986
12.096,31.07888889,15.1,6986
13.24925,17.225,15.2,6986
17.70888889,0.216944444,15.5,6986
1.391694444,34.56861111,14.7,6987
7.299833333,40.98694444,14.9,6987
12.12369444,16.88861111,15.5,6987
13.39097222,6.3925,14.4,6987
20.92202778,0.540555556,15.2,6987
13.6605,6.153333333,15.2,6988
13.687,83.49833333,15.5,6988
16.78702778,-0.275555556,15.5,6988
10.23069444,38.76472222,13.4,6990
12.35058333,39.9,15.4,6990
12.96402778,27.88,15.3,6990
10.06661111,14.42416667,15.3,6991
13.58219444,13.74194444,14.1,6991
1.341916667,50.14444444,15,6992
10.07486111,14.76916667,15.4,6992
10.40205556,13.61777778,15.2,6992
21.91797222,30.58416667,15.4,6992
18.04919444,29.31055556,15.2,6993
22.77558333,21.08333333,14.9,6993
2.612611111,2.049722222,14.9,6994
16.63063889,-1.366111111,15.1,6994
10.03713889,13.69666667,14.3,6995
1.019833333,30.13055556,14.8,6996
12.48441667,27.77861111,14.7,6996
11.91622222,6.329166667,15.5,6997
13.40019444,9.710277778,13.5,6997
14.09902778,9.026388889,15.2,6997
16.65730556,11.21055556,15.1,6997
18.27169444,47.83611111,14.6,6997
11.81058333,32.64083333,15.5,6999
13.41294444,26.73861111,15.5,6999
3.085833333,1.093333333,15.3,7000
3.970055556,18.585,15.5,7001
13.27830556,21.97972222,15.5,7001
11.96280556,14.29777778,14.4,7002
13.53686111,6.146111111,15.5,7002
3.433111111,40.78916667,15.4,7003
13.85858333,14.09222222,14.7,7003
15.38216667,14.99916667,15,7003
13.89183333,-1.050555556,15.1,7004
13.29588889,27.56972222,15,7005
13.79936111,3.449722222,15.3,7005
14.33697222,7.055555556,15.3,7005
2.952083333,17.51444444,14.6,7006
22.75111111,33.99527778,14.5,7007
22.92352778,31.86305556,15.5,7007
10.82422222,12.20111111,15.3,7009
13.37391667,-2.418888889,14.2,7009
23.56711111,24.94472222,14.5,7009
9.369555556,33.84861111,14.5,7010
17.11291667,35.65833333,14.8,7010
22.98258333,20.39111111,15.4,7010
7.861055556,57.10138889,15.4,7011
12.60844444,26.20027778,14.3,7011
8.775916667,48.43,14.5,7012
10.35013889,42.98527778,14.3,7012
13.33230556,30.11888889,15.2,7012
13.35522222,31.38777778,15,7012
13.80172222,12.0725,15.3,7012
11.0775,5.200555556,15.2,7013
12.38952778,6.040555556,14.8,7013
13.2225,6.061388889,14.8,7013
16.26991667,65.96861111,15,7013
0.911527778,28.76027778,15.3,7014
13.64558333,4.459166667,15.4,7014
9.099861111,35.37722222,14.4,7015
12.20902778,12.30972222,15.2,7016
12.62830556,32.0875,15.4,7016
18.55044444,34.06083333,14.2,7016
9.641861111,2.573333333,15.4,7017
12.29052778,46.56694444,15.4,7017
18.20155556,29.15583333,14.9,7017
7.487944444,42.27944444,14.9,7018
11.27608333,28.76861111,15.2,7018
11.36727778,50.59361111,14.7,7018
12.40061111,5.312777778,15.5,7018
13.60727778,7.369444444,14.7,7018
12.40605556,9.292777778,13.9,7019
12.65222222,30.40666667,15.2,7019
17.27516667,6.431944444,14.8,7020
1.978,0.529444444,14.3,7021
13.09961111,3.956388889,15.4,7021
0.175805556,28.99611111,14.5,7023
15.41908333,12.8825,15.4,7023
10.49055556,60.29555556,14.9,7024
15.43408333,16.32333333,14.7,7024
23.13019444,30.31638889,15.5,7024
23.97158333,29.59027778,15.3,7024
12.16302778,36.46277778,15.4,7025
23.90827778,28.30861111,14.7,7025
1.981166667,0.568333333,15.5,7026
7.433555556,37.37111111,15.5,7026
10.068,45.035,14.7,7026
10.32388889,44.40472222,15.2,7026
13.75972222,35.61111111,15,7026
7.749277778,28.9275,15.3,7027
11.67894444,22.42972222,14.1,7027
13.40986111,1.575833333,15.5,7027
9.21175,35.94611111,15.4,7028
12.07725,1.787777778,14.5,7028
12.68247222,71.77111111,15.4,7028
11.66052778,20.45472222,14.7,7029
13.7625,7.515,15.4,7029
19.93733333,9.396666667,15.1,7029
12.29130556,46.8275,15.3,7030
10.40211111,0.141666667,15.2,7031
11.23127778,4.290833333,14.9,7032
18.05063889,29.37361111,15.5,7032
10.03530556,3.057777778,14.9,7033
12.90916667,28.37666667,15.5,7033
13.48763889,11.20305556,15.4,7033
5.069944444,-1.155555556,15.5,7034
13.50433333,7.485833333,15.3,7034
13.82744444,4.238333333,14.4,7034
9.160027778,38.06333333,15.5,7035
10.24158333,39.50166667,15.4,7035
13.06388889,28.18611111,13.3,7035
17.58175,50.75611111,15.4,7035
5.263111111,71.45888889,15.2,7036
9.210083333,35.78833333,14.9,7036
3.250388889,42.03583333,14,7037
17.03955556,61.16638889,15.5,7037
9.776611111,21.74972222,15.5,7038
12.11419444,42.99555556,15.1,7038
3.060111111,46.94416667,15.5,7039
12.27844444,14.27777778,15.4,7040
12.29883333,5.87,15.5,7040
12.72052778,31.085,14.8,7040
14.21627778,9.921111111,15,7040
14.22938889,8.219166667,14.7,7040
18.08722222,46.88166667,14.2,7040
10.34722222,42.97138889,14.4,7041
10.62238889,13.27833333,15.3,7041
23.55336111,25.65333333,15.4,7041
9.840916667,66.73611111,15.4,7042
10.78686111,35.33611111,15.2,7042
11.72541667,22.72555556,14,7042
12.18752778,17.88805556,14.7,7042
21.95333333,30.73027778,15,7042
15.71427778,23.77277778,15.5,7043
17.96138889,27.835,14.5,7043
12.17619444,25.4275,15.1,7044
14.09336111,8.915,15.3,7044
23.95177778,29.83916667,15.2,7045
7.835722222,50.04527778,15,7047
14.17880556,8.996666667,14.7,7047
8.497277778,48.78083333,15.5,7048
8.849638889,65.6375,15.3,7048
11.77977778,20.67527778,14.2,7048
13.68477778,5.105833333,15.3,7048
12.08738889,38.23555556,15.3,7049
12.92438889,27.65583333,15.3,7049
13.54516667,7.327222222,14.7,7049
16.65652778,-2.406388889,15.5,7049
22.94205556,17.78416667,15.1,7049
7.379638889,41.65805556,15,7050
11.50358333,24.16972222,15.2,7050
10.31555556,13.1575,15.2,7051
13.70302778,4.2625,14.7,7051
14.45988889,2.954444444,15.1,7051
11.41380556,23.94527778,14.6,7052
12.99647222,21.81333333,15.4,7052
13.44761111,26.59138889,15.1,7052
15.19091667,75.38361111,14.7,7052
23.97127778,29.35722222,15.4,7052
0.802416667,28.61388889,15,7053
14.12130556,75.92944444,15.4,7053
7.247833333,36.07916667,15.1,7054
9.280388889,27.48944444,14.9,7054
10.71491667,40.13888889,15.2,7054
12.05322222,19.72888889,14.6,7054
11.47138889,72.94777778,15.3,7056
11.53930556,28.04833333,15,7056
12.83575,33.15944444,14.2,7056
18.42447222,68.00611111,14.8,7056
0.127694444,25.58638889,15.5,7057
13.06966667,22.28972222,15.5,7058
13.49027778,11.78138889,15.4,7058
13.86591667,2.003055556,15.1,7058
11.76358333,20.62861111,15.5,7060
22.65391667,18.62,15.4,7060
11.18230556,4.732222222,15.5,7061
12.65766667,27.10222222,15.2,7061
12.89977778,26.44388889,15,7061
13.45275,15.09527778,14.1,7061
15.90127778,41.61805556,15.1,7062
13.93244444,8.193333333,15.3,7063
17.48105556,52.72333333,14.9,7063
4.058305556,26.36277778,14.9,7064
12.09311111,25.09722222,15.4,7064
7.069527778,37.69055556,15.5,7065
7.826666667,26.90555556,15.1,7065
12.75327778,23.03583333,14.4,7065
11.19997222,35.44055556,14.5,7066
12.02913889,20.32888889,15.2,7066
23.12513889,27.68333333,15.5,7066
3.288444444,3.611388889,15.2,7068
12.60830556,32.08,15.4,7069
14.04397222,18.52305556,15.2,7069
18.66861111,40.1375,14.9,7069
22.60780556,21.62166667,14,7069
23.34369444,16.20888889,15.4,7069
12.63572222,71.4175,15.5,7070
13.79530556,3.411666667,14.7,7070
22.75808333,21.80777778,15.5,7070
20.04719444,49.31972222,14.6,7071
11.61227778,22.99194444,15,7072
13.03338889,27.78277778,15.4,7072
16.47186111,80.35444444,15.5,7072
10.77108333,51.07861111,15.1,7073
15.56358333,21.13638889,14.9,7073
13.85061111,-0.154166667,15.3,7074
13.13205556,34.91944444,15.3,7075
15.83333333,24.80166667,15,7075
10.59616667,21.04805556,14.9,7076
12.43886111,26.83861111,15.5,7076
18.52158333,34.41944444,15.4,7076
1.343944444,29.69888889,14,7077
13.84327778,28.14972222,14.9,7077
12.20775,39.11083333,14.6,7078
13.09036111,29.29638889,15.5,7078
17.0585,36.41888889,14.5,7079
17.77761111,51.28138889,15.1,7079
4.996138889,-0.1575,15.5,7080
10.61741667,62.52527778,15.5,7080
13.57861111,9.336944444,14.3,7080
22.95786111,26.10722222,15.5,7080
23.897,-0.974722222,15.2,7080
7.691055556,29.66916667,15.5,7081
10.42872222,39.64638889,14.2,7083
10.72486111,39.6875,14.8,7083
11.58069444,25.53027778,15.1,7083
12.47061111,44.45333333,14.8,7083
13.96633333,7.161388889,15.2,7084
11.24008333,4.160277778,15.4,7085
11.76375,19.7675,14.8,7085
14.44461111,-3.423055556,15.4,7085
12.54786111,11.40444444,14.8,7086
12.88155556,28.37111111,14.5,7086
20.28927778,5.239722222,15.5,7086
0.507972222,5.861111111,15.2,7087
14.06316667,9.523888889,15.1,7087
12.62775,-3.588055556,15.4,7089
13.60219444,3.509444444,15.5,7089
13.10480556,29.06305556,13.9,7090
13.68961111,5.040277778,15.4,7090
0.374027778,29.50416667,14.9,7091
13.06488889,47.38666667,15.3,7091
14.30113889,7.654722222,15.3,7092
11.53155556,28.35833333,14.3,7093
12.19983333,15.40138889,15.2,7093
13.61391667,3.525555556,15.5,7093
22.76694444,10.85361111,14.9,7093
23.2445,28.5575,15.5,7093
11.59941667,23.01166667,15.4,7094
11.33555556,30.50027778,15.2,7096
17.60697222,23.795,15.5,7096
23.60186111,-1.895,15.4,7096
12.61277778,32.11583333,15.4,7097
17.79663889,14.68777778,15.2,7097
8.337083333,44.23,15.2,7098
11.85869444,23.86305556,15.1,7098
12.39575,9.338333333,15.2,7098
13.32594444,16.98666667,15.2,7098
13.89219444,-1.194444444,15,7098
0.229138889,30.19527778,14.7,7099
7.428305556,31.48916667,15.5,7099
13.16388889,24.57777778,15.1,7099
12.52625,37.98027778,15.2,7100
12.61644444,40.34805556,15.3,7100
13.58255556,34.04416667,13.8,7100
14.15608333,8.906666667,15.4,7100
12.43036111,50.09583333,14.9,7101
13.63986111,6.8875,15,7101
12.0795,49.18666667,15.4,7102
2.824416667,-0.872777778,13.9,7103
12.46397222,26.99361111,14.4,7104
12.66983333,31.17722222,15.5,7105
14.14186111,8.932222222,14.2,7105
10.63511111,44.84472222,14.9,7106
13.86944444,2.324722222,14.4,7106
22.93194444,6.3775,15.4,7106
3.390944444,8.911944444,15.4,7107
8.391611111,27.13666667,15.4,7107
11.92733333,43.04555556,14.4,7108
13.28763889,6.401944444,15.5,7108
22.69886111,20.26138889,14.7,7108
23.20583333,31.12555556,14.1,7108
11.35913889,2.810555556,15.2,7109
13.64819444,14.74361111,15.4,7109
17.48777778,52.1875,15.2,7109
18.66569444,40.02638889,15,7109
19.69502778,50.6325,14.4,7110
13.34908333,14.15611111,15.5,7111
10.76694444,74.71138889,15.4,7112
13.03358333,27.65333333,15.1,7112
12.19866667,16.23166667,15.2,7113
14.01958333,7.481666667,15.3,7113
13.92466667,6.596388889,15.1,7114
17.15894444,34.42722222,15.3,7114
3.336694444,41.36694444,14.3,7115
8.068805556,62.98416667,15.5,7115
11.56166667,23.41277778,15.1,7115
12.92816667,27.25055556,14.8,7115
12.98080556,9.653888889,15,7115
7.386944444,37.45916667,15,7116
9.796972222,23.7225,15.1,7116
10.09305556,3.053333333,15.3,7116
15.71266667,23.79277778,15.4,7116
8.946583333,39.3825,14.4,7117
12.96966667,71.42,15.2,7118
13.12763889,6.336111111,15.3,7118
3.287694444,3.591944444,15.2,7119
6.614361111,37.57055556,14.8,7119
12.38658333,6.071944444,15.1,7119
12.94144444,26.95694444,15,7119
13.15416667,8.532222222,15.2,7119
12.82652778,3.604444444,15.4,7120
7.046722222,37.12111111,15.1,7121
12.98558333,27.78444444,15.2,7121
3.051055556,4.392777778,15.3,7122
10.57088889,52.87083333,14,7122
13.31752778,39.58916667,15.4,7123
22.97386111,26.63888889,15.3,7124
6.887666667,59.95972222,15.5,7125
9.995611111,12.98861111,14.8,7125
12.42952778,45.29027778,15.4,7125
2.622388889,20.415,15,7126
2.917555556,-1.189166667,15.5,7126
11.32394444,3.201666667,15.4,7126
12.0915,20.24694444,15.1,7126
2.126138889,2.115,15.1,7129
13.28377778,6.357222222,15,7129
2.699194444,1.235555556,15,7130
13.09777778,41.72194444,14.2,7132
17.24655556,52.38805556,15.5,7133
0.079777778,-1.570833333,15.1,7134
12.59872222,-2.901666667,14.9,7134
13.95375,73.61666667,14.7,7134
9.364305556,33.40194444,14.6,7135
11.35133333,31.25222222,15,7135
12.22766667,16.12555556,14.8,7135
13.96325,7.396111111,14.8,7135
11.05175,75.11555556,13.8,7136
15.70344444,23.79972222,15.5,7136
10.83933333,41.46388889,14.5,7137
15.64577778,-3.38,15.3,7137
13.14211111,24.70083333,15.2,7139
14.08302778,11.87166667,14.2,7139
0.236861111,28.545,15.3,7140
0.306277778,30.07944444,14.5,7140
12.65175,-2.508333333,15.3,7140
22.52958333,20.60388889,15.3,7140
13.03972222,50.43416667,14.7,7141
13.13411111,6.481666667,15.2,7141
11.86180556,21.00277778,14.5,7142
13.02869444,29.045,14.8,7142
14.0055,12.95722222,15.2,7142
0.770916667,49.4825,15.3,7143
2.645638889,2.231111111,15,7144
12.77952778,9.850555556,15.1,7144
12.79497222,26.98166667,14.7,7144
7.361083333,32.27277778,15.2,7145
10.00722222,12.87083333,15.1,7145
10.47483333,53.86638889,14.9,7145
12.97502778,28.015,15,7146
21.01883333,-0.195555556,14,7146
11.78263889,50.7025,14.7,7147
8.624055556,40.03555556,14.8,7148
14.45327778,-2.262777778,14.8,7148
14.67327778,6.307222222,14.9,7148
12.20869444,15.27055556,15.2,7149
17.582,20.59361111,15.5,7149
13.44441667,19.94444444,14.9,7150
13.14491667,52.77416667,15,7152
13.32716667,40.38638889,14.8,7152
14.90836111,10.31916667,15.2,7152
17.80716667,34.07083333,15.5,7152
18.153,30.32666667,14.9,7152
23.27880556,29.5875,15.5,7152
7.855888889,50.23555556,14.1,7153
11.42925,24.14,15.2,7153
13.49672222,31.13,14.6,7153
9.433138889,77.80694444,15.3,7154
7.905083333,54.25555556,13.8,7155
12.07013889,43.68138889,15.4,7155
13.04377778,50.43861111,14.7,7155
12.151,32.66888889,15.5,7157
12.59180556,-2.326944444,15.4,7157
11.71169444,15.35722222,15,7158
10.00580556,11.33583333,15.1,7160
13.18377778,29.63666667,14.3,7161
12.74113889,-3.005277778,15.1,7162
16.01638889,70.60083333,15,7162
22.69016667,23.375,14.3,7162
2.025805556,45.00361111,14.8,7163
11.07166667,50.03388889,15.2,7163
13.22925,24.9825,15.4,7163
17.61536111,21.10472222,15.3,7163
12.22711111,16.11972222,14.8,7164
22.68758333,23.40694444,14.7,7165
23.90738889,-1.933333333,14.9,7165
14.99208333,73.89305556,14.9,7166
9.937472222,20.49611111,15.5,7167
18.69355556,33.79027778,15.4,7167
22.93927778,28.44305556,15.4,7167
8.744472222,53.95111111,15.2,7168
9.205138889,37.6825,15.5,7168
10.12197222,46.54666667,15.1,7168
13.78847222,3.767222222,15.4,7168
16.04530556,66.49305556,15.4,7168
12.15391667,47.05833333,15.2,7169
13.00922222,10.13,15.1,7169
8.882388889,42.41527778,14.1,7170
10.992,75.19138889,14.6,7170
10.99988889,50.05638889,14.4,7170
12.09394444,33.09805556,14.9,7170
12.31588889,43.61194444,15.5,7170
16.322,81.04666667,15.5,7170
22.91644444,31.80416667,15.5,7170
9.919416667,6.549166667,15.5,7171
2.123694444,2.115833333,15.5,7172
7.779055556,26.74027778,15.5,7172
11.84202778,50.54305556,14.8,7172
14.01016667,-2.908611111,14.8,7172
12.03208333,20.74805556,15.5,7173
13.62330556,6.436666667,15.3,7173
14.75272222,9.274722222,15.2,7173
8.272166667,43.44777778,15.5,7174
6.856583333,36.91305556,15.3,7175
8.836472222,40.25583333,15.1,7175
13.33744444,30.98777778,15.1,7175
13.46855556,56.04527778,15.4,7175
6.428305556,30.65638889,15.2,7176
10.83536111,36.34194444,14.4,7176
12.73422222,41.16916667,15.5,7176
9.141694444,35.61472222,15.4,7177
10.09569444,10.27694444,15.5,7177
13.52044444,72.69111111,15.3,7177
4.083972222,25.26527778,14.6,7180
11.90038889,44.6425,15.5,7180
12.09763889,20.52194444,15.3,7180
13.56622222,5.095555556,15.4,7180
22.93205556,31.67166667,14.9,7180
12.09841667,20.57277778,14.6,7181
9.920555556,14.29916667,15.4,7182
11.09897222,72.52555556,15.4,7182
12.7175,-1.282777778,15.5,7182
17.32261111,49.04055556,14.9,7182
12.20702778,15.39611111,15.4,7183
13.23033333,6.9625,15.4,7184
14.14297222,9.201388889,15.5,7184
6.919888889,24.22944444,14.5,7185
10.74394444,56.36972222,15.1,7185
11.65305556,39.33388889,15.2,7185
13.15966667,4.950555556,15.3,7185
11.06761111,49.82166667,14.4,7186
16.69825,1.729722222,15.5,7186
12.40133333,1.188888889,15.3,7187
13.02341667,29.30888889,14.2,7187
18.41705556,31.41277778,15.5,7187
13.929,15.06138889,15.5,7188
13.36644444,26.73416667,15.2,7189
14.07869444,14.28027778,15.5,7189
3.533694444,0.279444444,15.1,7190
10.692,37.31277778,14.1,7191
10.824,12.325,15.5,7191
9.77925,13.77333333,14.5,7192
10.593,44.31611111,15.4,7192
12.98386111,26.81583333,14.8,7192
13.60588889,3.330833333,14.9,7192
22.83391667,11.69861111,14.6,7192
12.64797222,7.115,15.5,7193
9.707583333,3.347222222,15.5,7194
9.919027778,14.29166667,15.1,7194
2.159611111,6.096111111,15.2,7196
9.396666667,2.112777778,15.4,7196
13.26430556,8.039166667,15.2,7196
7.256222222,36.03805556,15.4,7197
13.47355556,6.758333333,15.5,7197
14.12597222,7.177777778,15.5,7198
14.22427778,8.981111111,15,7198
14.22219444,8.850555556,14.9,7199
9.229277778,34.83722222,15.4,7200
0.002166667,-0.040555556,15.5,7200
13.55977778,7.135,15.5,7201
7.191055556,31.18944444,15.4,7202
9.121138889,37.21527778,14.5,7202
12.99322222,27.95944444,13.7,7202
13.07275,43.80972222,15.5,7202
13.51188889,34.83055556,15.1,7202
2.784472222,16.2,14.8,7203
13.87772222,-1.9975,15.4,7203
1.789,2.832777778,14.9,7204
17.645,21.675,15.2,7204
8.5535,41.095,14.9,7205
12.06980556,20.41,14.3,7205
12.13669444,25.75638889,14.8,7205
9.679027778,21.23416667,15.4,7206
14.11419444,9.321388889,15.4,7206
2.184583333,7.670833333,15.4,7207
12.11763889,18.53166667,14.7,7207
13.00811111,26.67527778,15.2,7208
13.35547222,31.55222222,15.4,7209
13.4425,14.42027778,15.3,7209
14.20352778,8.661944444,14.9,7209
17.60477778,22.89305556,15.5,7209
0.080194444,-1.498055556,15,7211
14.20830556,8.648055556,15.1,7211
16.71252778,73.6575,15,7211
12.96825,28.24222222,14.2,7212
12.99280556,27.94638889,14.7,7213
12.33083333,6.9925,15,7214
13.82469444,13.87694444,15.5,7214
1.725333333,14.39694444,15.5,7216
11.05311111,14.75694444,15.5,7216
0.398194444,28.33305556,15.3,7217
17.39483333,52.01111111,14.8,7217
2.388722222,53.39305556,15.1,7218
4.096583333,25.40833333,15.2,7218
17.62402778,19.55972222,15,7219
17.95138889,47.74138889,14.9,7219
12.71780556,30.38722222,15.5,7220
13.94652778,5.526111111,15.4,7220
7.161611111,36.36916667,15.5,7221
12.09375,20.55583333,14.9,7221
13.14094444,4.370277778,15.5,7221
14.39738889,6.576111111,14.7,7221
10.18177778,45.95027778,14.3,7222
10.65633333,12.99833333,15.3,7223
12.76658333,40.775,15.5,7223
22.74294444,3.645555556,14.9,7223
13.40277778,9.661666667,15.4,7224
0.728333333,23.47638889,15.1,7225
12.72680556,41.01861111,15.3,7225
9.274444444,42.13861111,15.5,7226
12.71766667,30.38111111,15.5,7226
11.43769444,27.86694444,14.2,7227
8.622361111,41.54888889,15.4,7228
8.850472222,42.73638889,15.4,7229
11.7665,20.44722222,15.1,7229
11.74225,20.10666667,15.5,7230
0.240833333,28.51416667,15.5,7231
12.95866667,26.5125,15.4,7231
9.038555556,63.80555556,15,7232
9.8045,3.905833333,15.4,7232
10.22397222,38.6575,15.4,7233
12.40386111,7.952777778,15,7233
12.42188889,45.8475,14.6,7233
15.19466667,75.385,14.6,7233
16.60430556,66.24027778,14.7,7234
2.576611111,1.3475,15,7236
3.284333333,41.63361111,15,7236
10.29922222,41.11416667,14.2,7236
3.445972222,7.714444444,15.2,7237
9.429722222,2.228888889,14.7,7237
11.34625,0.470555556,14.3,7237
11.74030556,20.10805556,15.5,7237
6.539861111,35.18972222,15.4,7238
10.76302778,37.21111111,15,7238
22.70280556,35.9275,15.5,7238
12.47841667,43.62555556,15.5,7239
14.1635,9.858611111,15.3,7239
14.47230556,-0.204444444,15.5,7239
9.095888889,36.35472222,14,7240
22.52788889,20.71444444,15.4,7240
13.97813889,12.59444444,15.5,7241
7.270527778,32.93722222,15.3,7242
11.75663889,20.32555556,14.6,7243
18.098,34.0175,15.3,7243
2.733444444,5.429722222,14.9,7244
2.791833333,16.11138889,15.4,7244
13.04788889,10.09472222,15.2,7244
9.718805556,3.43,15.3,7245
16.98372222,47.23722222,14.9,7245
23.08877778,14.17055556,15.5,7246
1.302805556,38.44305556,15.1,7247
3.32975,0.584444444,14.9,7247
7.02975,24.23833333,15.5,7247
20.139,50.67833333,15.3,7247
2.186361111,38.7575,15.1,7248
3.130361111,3.147777778,15.1,7248
18.27513889,29.90388889,15.5,7248
12.41361111,8.800277778,15.3,7249
12.96352778,28.18027778,15.5,7249
14.90080556,73.13166667,14.3,7249
15.81530556,71.24027778,15.4,7249
14.32508333,7.455833333,15.4,7250
22.97152778,25.77111111,15,7250
23.01283333,13.61888889,15.3,7250
2.640944444,1.9075,14.6,7251
16.52266667,22.69722222,15.3,7251
9.51975,52.63527778,14.9,7252
9.779444444,13.52972222,14.9,7252
13.18380556,29.57833333,15.3,7252
2.171166667,7.845277778,14.7,7253
12.21388889,46.77305556,14.8,7253
13.00058333,33.43694444,15.2,7253
13.57366667,34.69027778,14.4,7253
0.628861111,25.64,15,7254
3.671388889,1.093888889,15.1,7254
10.26172222,55.6675,14.6,7254
12.244,43.53611111,15.3,7254
12.27397222,47.02555556,14.4,7254
12.94936111,30.71638889,14.7,7254
0.786194444,23.07361111,15,7255
7.822111111,21.83333333,15.2,7255
12.29636111,10.84472222,14.5,7255
22.95113889,4.676944444,15,7255
13.43255556,31.61805556,15.1,7256
16.55994444,77.09083333,15.2,7256
13.61166667,34.74611111,15.4,7257
10.07991667,46.71916667,15.4,7258
13.35716667,14.73,15.5,7258
23.93530556,-0.916666667,14.3,7258
7.155944444,36.28444444,15.4,7260
17.73302778,36.86888889,15.2,7260
7.725111111,22.93027778,15.3,7261
8.7525,54.97833333,15.3,7261
8.829305556,40.24638889,15.5,7261
9.961333333,45.25888889,15.2,7262
11.05272222,50.20611111,14.5,7262
17.59272222,20.79694444,14.8,7262
13.14158333,4.367777778,15.5,7263
10.57808333,44.62555556,15.3,7264
11.34325,-1.4925,14.7,7264
12.55708333,13.23305556,15.4,7264
13.10419444,25.46083333,14.9,7264
11.65163889,43.2475,15.3,7265
12.93897222,5.476388889,15.2,7265
2.171777778,38.59333333,15.4,7266
2.625833333,1.651666667,15.5,7266
2.811611111,14.31333333,14.8,7266
9.9395,20.4825,14.4,7267
23.36438889,-0.690833333,15,7267
11.03991667,50.09416667,15.5,7268
12.22175,21.63416667,14.6,7268
12.65936111,47.62333333,14.9,7268
14.10291667,9.353333333,14.1,7268
22.92663889,12.79027778,14.4,7268
2.348166667,0.556666667,15.1,7269
12.32463889,7.798055556,15.5,7269
13.36263889,31.23722222,14.9,7269
8.356194444,62.6525,15.5,7270
13.49191667,11.74583333,14.9,7271
22.99072222,15.54833333,14.2,7271
12.28022222,47.43861111,14.6,7272
16.60405556,66.03388889,15.2,7272
23.2205,-2.100555556,15.5,7273
18.86675,55.725,15.2,7274
13.5705,9.635555556,15.2,7275
12.47013889,13.89916667,15.2,7276
22.73608333,9.989444444,15.3,7276
13.7095,35.02027778,15.2,7278
22.93688889,5.383888889,15.5,7278
9.429833333,2.089722222,14.9,7280
11.80094444,20.00638889,15,7280
14.12908333,7.216111111,15.3,7281
16.29216667,31.19444444,15.1,7282
7.435722222,1.983611111,15.4,7283
14.56777778,3.7475,15.4,7284
2.570972222,10.56,15.4,7286
13.45469444,32.03055556,14.4,7286
13.50722222,31.62083333,14.2,7286
13.38344444,13.95083333,14.8,7287
16.88305556,2.401944444,14.7,7287
22.70063889,30.70861111,15,7287
12.66083333,7.168611111,15.4,7288
15.12283333,76.04916667,15.1,7288
16.07911111,49.45805556,15.4,7288
13.011,29.01944444,14.6,7289
12.637,28.93694444,14.6,7291
17.01005556,47.26472222,14.7,7292
2.523888889,1.346111111,14.6,7294
0.009888889,-1.763333333,15.3,7294
9.628972222,2.761388889,14.4,7295
10.20230556,46.29361111,15.5,7295
11.34666667,0.468611111,14.3,7295
12.68277778,27.98138889,15.4,7295
15.85052778,23.96,15.5,7295
0.051555556,-1.913888889,14.3,7298
2.892944444,41.88583333,14.4,7298
3.49,39.79277778,14.9,7299
14.51002778,11.87666667,15.3,7299
17.68763889,23.03527778,15.5,7299
17.32069444,48.98055556,15.5,7300
7.922083333,53.33055556,14.4,7301
12.09108333,20.30888889,15,7301
22.69633333,36.10472222,15.2,7301
13.40802778,14.0925,14.3,7302
13.87202778,14.27194444,15.2,7302
12.10102778,20.60805556,14.5,7303
22.69958333,20.2725,14.7,7303
2.049694444,45.02388889,15.3,7304
14.32844444,11.62472222,15.4,7304
12.95994444,27.49361111,14.9,7305
